title,node_id,path,short_description,uuid
"Board of Registration of Engineers and Land Surveyors Meetings",260126,"/board-of-registration-of-engineers-and-land-surveyors-meetings","Meetings, Minutes and Agendas","646f0ac3-6080-498b-b8cc-b31d5e7b2f4b"
"Expedited Psychiatric Inpatient Admissions",260031,"/expedited-psychiatric-inpatient-admissions","Protocols, Documents, and Information Regarding the Expedited Psychiatric Inpatient Admissions Policy","80c17dbc-88ef-407e-ad8b-c5530fec53c7"
"Preparing and Filing Cases in the Supreme Judicial Court",259961,"/preparing-and-filing-cases-in-the-supreme-judicial-court","The SJC Clerk's Office for the Commonwealth provides information to parties on preparing and filing cases in the court.","adb7e8b2-82c8-433f-a999-39a589354252"
"Technical Guidance",259941,"/technical-guidance","Guidelines, best practices and other reference materials that are advisory in nature but strongly recommended.","ec8983b3-50b0-4df3-ab18-f56ecd477a59"
"SJC E-Filing and Recently Entered Case Information",259896,"/sjc-e-filing-and-recently-entered-case-information","The Clerk's Office for the Commonwealth maintains the docket and calendar for the Supreme Judicial Court full bench.","24127cc2-5683-418a-97aa-2ab44bf546d5"
"Attend Board of Registration in Cosmetology and Barbering Meetings",259701,"/attend-board-of-registration-in-cosmetology-and-barbering-meetings","Meetings, Minutes and Agendas","338158b8-e22c-4f89-81b8-23ba12f8140a"
"Legal Guidance",259586,"/legal-guidance","Guidance on technology law affecting public sector entities","2b2b88e2-f635-4ce9-b47c-d59a73cddab0"
"Auto Resources",259451,"/auto-resources","Have questions about car buying, car selling, or what to do about problems with their car after the sale? Here's some of our most common inquiries.","611a3c2c-6571-455b-ac90-19e698fd871b"
"Trial Court Public Access to Court Records Committee",258891,"/trial-court-public-access-to-court-records-committee","Find information about the Trial Court Public Access to Court Records Committee and Proposed Rule XIV Uniform Rules on Access to Court Records.","05032ec3-f27c-450b-b6e8-d2996b243293"
"SJC Resources for Attorneys and Bar Applicants",258511,"/sjc-resources-for-attorneys-and-bar-applicants","The Supreme Judicial Court (SJC) offers a number of resources to bar applicants and attorneys in Massachusetts.","43e84088-6e60-44fb-b6ec-cc51a1bf21b1"
"River Restoration: Water Quality",258196,"/river-restoration-water-quality","The Division of Ecological Restoration (DER) is working to help communities improve water quality.","c88b9bc0-3506-4b39-afcc-e7cbfdd29f31"
"Board of Registration of Chiropractors Meetings",258026,"/board-of-registration-of-chiropractors-meetings","Board of Registration of Chiropractors Meetings","64716bdf-14c7-4197-9f27-80124dd2c12a"
"Board of Registration of Dietitians and Nutritionists Meetings",257891,"/board-of-registration-of-dietitians-and-nutritionists-meetings","Meetings and Minutes of Board of the Board","70263841-33b1-446b-9b97-3426541fd977"
"IT Accessibility",257711,"/it-accessibility","Information, guidelines, techniques and resources for ensuring websites and applications are accessible to all, and comply with the Commonwealth of Massachusetts","a13c81e0-957f-4e96-a61f-c8db9343563c"
"Highway Safety",257681,"/highway-safety","State and federal highway safety programs, funding, and audits.","d40ee41f-38af-43eb-b117-37c2de3a1bb7"
"Policies, Legal and Technical Guidance",257666,"/policies-legal-and-technical-guidance","Learn about the different policies, standards and guidelines that EOTSS provides to the Commonwealth of Massachusetts","3bac6d3f-009f-4484-a075-c2746d228da1"
"Jobs at MOVA",257651,"/jobs-at-mova","Browse employment opportunities available at the Massachusetts Office for Victim Assistance.","e770b65f-8a58-4b0e-8fbe-681a8ac4b8af"
"Autism Support Centers",257531,"/autism-support-centers","-","caa46e2c-550f-4901-8b67-be81ef00a987"
"Meetings of the Board of Registration of Hearing Instrument Specialists",256186,"/meetings-of-the-board-of-registration-of-hearing-instrument-specialists","Board of Hearing Instrument Specialists Meetings and Minutes","6f1f3bea-19de-4b1c-9fa8-90380587e78f"
"Board of Registration in Podiatry Meetings",255691,"/board-of-registration-in-podiatry-meetings","Meetings, Minutes and Agendas","75335620-8e10-4a5a-b234-9fe9091c263d"
"Board of Speech-Language Pathology and Audiology Meetings",255341,"/board-of-speech-language-pathology-and-audiology-meetings","Board of Registration of Social Workers licenses and oversees social workers.","6b357e8f-914e-40f7-b5b1-ae2fe7509572"
"Massachusetts General Laws, Session Laws & Bills",255061,"/massachusetts-general-laws-session-laws-bills","Get access to Massachusetts laws","eb84b8a2-d9f6-4e5d-bd63-278d85e9f144"
"Board of Dispensing Opticians Meetings",254641,"/board-of-dispensing-opticians-meetings","Board of Opticians meets regularly about licensing and testing issues.","8593880a-0cc8-4fd4-a7fb-d6840cc7a728"
"Board of Registration in Embalming and Funeral Directing Meetings",254206,"/board-of-registration-in-embalming-and-funeral-directing-meetings","Meeting notices, agendas, minutes for Funeral Directing and Embalming","63ce6b01-5272-4486-8a87-c7e1f1b91250"
"Board of Registration in Veterinary Medicine Meetings",253921,"/board-of-registration-in-veterinary-medicine-meetings","Meetings and Agendas for the Veterinary Medicine Board","123f43f5-3936-404f-986e-150444da586b"
"Board of Allied Health Professionals 2018 Meeting Agendas",253756,"/board-of-allied-health-professionals-2018-meeting-agendas","Meetings and Agendas","275d0d8a-7bf3-4d1f-88a0-fbf541fee9c8"
"DMH Legislative Breakfast Series",253661,"/dmh-legislative-breakfast-series","Information and Resources for the 2018 DMH Citizen's Legislative Breakfast Series","e944231d-2fca-46de-96f1-bbe58eac5a3e"
"Public Reporting - Early Intervention",253426,"/public-reporting-early-intervention","See public reports from the Early Intervention (EI) Division.","61f71273-fff0-437e-9c21-8f1581df1e6f"
"The Massachusetts Court Process",253186,"/the-massachusetts-court-process","Learn about how court processes in the different court departments work.","fefeb2ab-675d-4a9a-b71c-cfc296992e81"
"Allied Health 2017 Meetings and Agendas",253151,"/allied-health-2017-meetings-and-agendas","You will find the Allied Health Board's previous meeting notices and agendas","a24c96bc-d46e-4605-9b10-bc4e70e36456"
"Board of Public Accountancy Meetings",252921,"/board-of-public-accountancy-meetings","Meeting notices and agendas are posted here","a6f5a952-d8b4-4a66-9f10-6c00f5bcb60b"
"Board of Massage Therapy Meetings",252881,"/board-of-massage-therapy-meetings","Meetings and Agendas","02a22dfd-3711-478d-96e7-23e38b218cac"
"Toxics & Chemicals Grants & Loans",252581,"/toxics-chemicals-grants-loans","Financial and technical assistance available from the Executive Office of Energy & Environmental Affairs (EEA), its agencies and offices, and other organizations.","be098830-9ab8-4d32-a75e-f69317ac66a5"
"Plan Review Resources for Health Care Facilities",252386,"/plan-review-resources-for-health-care-facilities","Plan Review is the review of construction documents for new health care facilities and for additions and renovations to existing health care facilities prior to the start of the construction.","93146fe0-fd9f-4ac9-b152-e388cd487ba4"
"Court Policies, Plans & Initiatives",252116,"/court-policies-plans-initiatives","Learn about policies, plans, programs, and initiatives of the Executive Office of the Trial Court.","9d91cc04-fc1d-4bf4-ad7b-d1d905c800aa"
"Massachusetts Maritime Economy Report",251926,"/massachusetts-maritime-economy-report","The Massachusetts Seaport Council commissioned the Public Policy Center at UMass Dartmouth to study local maritime resources at their impact on the statewide economy.","77c8dae2-17a9-41f8-ba6c-de1747fb4bd4"
"John Adams Courthouse Tours and Events",251816,"/john-adams-courthouse-tours-and-events","The historic John Adams Courthouse, constructed in the 19th century, is located in Pemberton Square between the Massachusetts State House and Government Center in Boston.","eb0b301b-2f92-4d9c-8c49-a0a5c7fe20a7"
"Massachusetts Cancer Registry",251726,"/massachusetts-cancer-registry","The Massachusetts Cancer Registry (MCR) collects information on all newly diagnosed cases of cancer in the state.","4b9423c0-6c18-4505-b716-7aeac1d3a585"
"Sewer Systems",251396,"/sewer-systems","Managing combined sewer overflows and regulating sewer systems in Massachusetts.","93ebd315-1d9e-4630-906c-817e0226a462"
"Energy and Environment ePLACE Permitting",251311,"/energy-and-environment-eplace-permitting","Online access to licensing, permitting, and certification services for energy and environment.","7092b8ef-933c-449b-88ff-ea58fc39952d"
"CAD Standards",251301,"/cad-standards","The purpose of this CAD Standard is to standardize drawing information and improve electronic data sharing between MassDOT and consultants.","5ed17b2e-c73a-4e03-b3f1-95d031ae480c"
"Institutional Review Board (IRB) & Data Access",251296,"/institutional-review-board-irb-data-access","Review and approval for public health research involving confidential Massachusetts Department of Public Health (MDPH) data","fb491f58-ac9e-4eff-a2cb-8ea74be8bab7"
"Find a place to have your baby’s hearing tested",251006,"/find-a-place-to-have-your-babys-hearing-tested","Hearing testing centers exist throughout the state.","91616145-1a3e-476b-ac67-5ec63af7b1fb"
"Trial Court Capital Plan and Projects",250396,"/trial-court-capital-plan-and-projects","Information about the capital plan for the Trial Court and construction and major renovation courthouse projects.","de256100-46cd-48cc-b4c1-566267bd6415"
"Massachusetts Youth Health Survey (MYHS)",250356,"/massachusetts-youth-health-survey-myhs","The MYHS is the Massachusetts Department of Public Health's (MDPH) surveillance project to assess the health of youth and young adults in grades 6-12.","df7682c5-160e-46c2-a28f-f9f2b07cb955"
"Behavioral Risk Factor Surveillance",250101,"/behavioral-risk-factor-surveillance","The BRFSS is an annual telephone survey that collects data on emerging public health issues, health conditions, risk factors and behaviors.","680292a2-f779-4e3c-941b-73fa217e7b91"
"Emergency Preparedness for Businesses",250026,"/emergency-preparedness-for-businesses","Take Steps to Prepare Your Business for Emergencies","e1ce924e-e198-4e51-bb4f-5d64de52dd63"
"Home Improvement Contractor Arbitration and Guaranty Fund",249656,"/home-improvement-contractor-arbitration-and-guaranty-fund","The Office of Consumer Affairs and Business Regulation registers home improvement contractors and administers the Arbitration and Guaranty Fund programs.","d9346993-db0a-46d8-bdb0-b0fe5fcebc6c"
"Check if your contractor is a registered Home Improvement Contractor",249621,"/check-if-your-contractor-is-a-registered-home-improvement-contractor","The law requires contractors working on existing, 1-4 unit, owner-occupied, primary residences in Massachusetts to be registered with this Office.","cad83f6b-2e63-430a-94e2-c2f25e9dd138"
"Massachusetts Sentencing Commission resources",249276,"/massachusetts-sentencing-commission-resources","Find information about the Massachusetts Sentencing Commission's sentencing guidelines and commissioners.","db7a91ed-26e6-4f0d-b1da-3f64390bd13f"
"Composting & Organics",248956,"/composting-organics","MassDEP is working to increase diversion of yard waste, food scraps, and other organic material from disposal to reuse.","3dc074c7-0184-4fd0-bb83-28e523cece0b"
"Court Information about Trusts",248866,"/court-information-about-trusts","Court forms and procedures regarding trusts","61acdef5-f2ae-49a3-89f4-3614e433ec36"
"Office of Local and Regional Health (OLRH) Resources",248706,"/office-of-local-and-regional-health-olrh-resources","Learn about OLRH and find additional public health resources.","ee87b69e-8221-4012-8ee7-659b8b85a4dc"
"Massachusetts Do Not Call Registry",248431,"/massachusetts-do-not-call-registry","Hate receiving unwanted calls? Find the information you need about the Do Not Call Registry.","1f359f95-75b9-4017-bd14-877b3f20105f"
"Trial Court Policies for Attending Courthouses",248186,"/trial-court-policies-for-attending-courthouses","A collection of policies regarding bringing weapons, cell phones, cameras and other electronic devices to court.","0396d04a-3dd5-46ae-8d42-7edf4f4b5741"
"Housing Stabilization Training Resources",247661,"/housing-stabilization-training-resources","Transitioning an individual or family from the streets, shelter or an institution is the first step in assisting vulnerable populations to live independently in the community.","7766df96-bd7a-48f5-87af-18917933bd9d"
"Septic Systems & Wastewater Permitting & Reporting",247521,"/septic-systems-wastewater-permitting-reporting","Permits and approvals for compliance with wastewater regulations.","335d17df-be46-4321-8ae9-b80b668d392a"
"Waterways Program (Chapter 91)",247496,"/waterways-program-chapter-91","Learn about the Massachusetts Public Waterfront Act, the oldest waterways law in the nation.","f3abd2bf-9928-41b2-b749-e564da282abc"
"Trauma Centers",247281,"/trauma-centers","Find trauma hospital destinations, learn about data and verification, and more.","c2166fe8-527c-4262-ae3f-00662aa00b74"
"Aquatic Restoration",246986,"/aquatic-restoration","Massachusetts has several programs that focus on restoration of its rivers, wetlands, and watersheds in Massachusetts.","8c0c6567-e538-43ea-88c3-f97f4c86e76e"
"The APR Program – Looking Forward",246931,"/the-apr-program-looking-forward","Find information on public listening sessions.","72b63961-a3d9-489a-8da0-a5acfacc8c37"
"Boston Municipal Court Rules and Standing Orders",246886,"/boston-municipal-court-rules-and-standing-orders","Rules and standing orders that govern practice before the Boston Municipal Court (BMC).","55782bae-0a4a-41c5-a11a-e651858e7664"
"84th RTT",243566,"/84th-rtt","84th RTT Information","353e00e4-24d6-4a25-9aa0-873955317bd7"
"Mortgage Lending and Foreclosures",242471,"/mortgage-lending-and-foreclosures","Find information and answers to frequently asked questions from the Attorney General's Office. If you are having an issue with your mortgage lender you can file a complaint with our Consumer Advocacy and Response Division.","77e78127-9da1-4d3c-9f28-22381a54456c"
"Commonwealth Information Warehouse",241931,"/commonwealth-information-warehouse","The Commonwealth Information Warehouse (CIW) brings together a subset of the financial, budgetary, human resource, payroll and time reporting information maintained in dedicated and separate systems by individual agencies.","44de9ba1-cee6-46d2-90c5-2dad077da7cb"
"Massachusetts Courts Standards on Substance Abuse",241556,"/massachusetts-courts-standards-on-substance-abuse","Prepared by the Supreme Judicial Court Standing Committee on Substance Abuse","1e639b37-56b9-455a-aed3-cd57f1c07764"
"Primary Care Clinician (PCC) Plan for MassHealth Members",241531,"/primary-care-clinician-pcc-plan-for-masshealth-members","The Primary Care Clinician Plan is a managed health care plan for MassHealth members.","c6ffe316-f028-4f47-a90e-30e7406197f5"
"Capital Finance",241476,"/capital-finance","Information about the Commonwealth's capital budget, future planning, bond bills and debt management.","bdaf7285-b647-403d-91c9-ce244454cd60"
"Health and Disability Program (HDP)",241081,"/health-and-disability-program-hdp","We promote the health and well-being of people with disabilities in Massachusetts.","a495c8fa-dff8-48df-899d-2565e21439c6"
"Salvage Vehicles and Titles",240856,"/salvage-vehicles-and-titles","If a vehicle sustains more damage than it is worth, it is considered a total loss and becomes considered salvage.","37304b10-6004-44ba-be59-d2add5686dc9"
"Supreme Judicial Court Rules and Orders",240716,"/supreme-judicial-court-rules-and-orders","Rules and orders that govern practice before the Supreme Judicial Court.","2ce29609-6585-474a-ae2b-84b57c6cbe60"
"Appeals Court Rules and Standing Orders",240701,"/appeals-court-rules-and-standing-orders","Rules and standing orders that govern practice before the Appeals Court.","b4113b64-744a-4efa-9882-2b6e09536dea"
"Land Court Rules and Standing Orders",240686,"/land-court-rules-and-standing-orders","Rules and standing orders that govern practice before the Land Court.","9c3ae72b-e185-408f-88a9-341f7a830401"
"District Court Rules and Standing Orders",240601,"/district-court-rules-and-standing-orders","Rules and standing orders that govern practice before the District Court.","f453f0cb-6877-41fc-90d8-f856bdcc6c44"
"Juvenile Court Rules and Standing Orders",240566,"/juvenile-court-rules-and-standing-orders","Rules and standing orders that govern practice before the Juvenile Court.","d835197c-c288-4bc0-9057-49d498ecd121"
"Superior Court Rules, Standing Orders, and Guidelines",240516,"/superior-court-rules-standing-orders-and-guidelines","Rules, standing orders, and guidelines that govern practice before the Superior Court.","5c0e22b6-4388-4874-a4dd-b46f1f44053f"
"Oral Health Equity Project (OHEP)",240336,"/oral-health-equity-project-ohep","Our project focuses on children up to age 14 in Worcester and Holyoke.","2e0c7441-5b0b-4b32-b95e-66b797c9d0f8"
"Culturally and Linguistically Appropriate Services (CLAS) Initiative",239776,"/culturally-and-linguistically-appropriate-services-clas-initiative","We work to address and end health disparities for racial, ethnic, linguistic, and gender minorities, as well as individuals with disabilities.","2b4f1de7-dece-4588-8253-48938e0694a8"
"Agents, diseases, and other threats to public health",239516,"/agents-diseases-and-other-threats-to-public-health","Information and resources for the general public and public health and healthcare partners","0db8bbac-2a3a-47bf-8b8e-a4bf47699a6f"
"Court Rules, Guidelines and Standards",239471,"/court-rules-guidelines-and-standards","Here are the rules and procedures that are followed in Massachusetts courts.","accfa94a-4d5d-4e68-88c9-089d18313f71"
"PERAC Forms and Publications",239291,"/perac-forms-and-publications","Find Official Memos, Reports, Guides, Member Forms and other publications published by the Public Employee Retirement Administration Commission.","e9998870-afe8-4946-b5ce-bd1f1282d3f3"
"Massachusetts Trial Court Rules and Standing Orders",239041,"/massachusetts-trial-court-rules-and-standing-orders","A collection of Trial Court Rules and Standing Orders compiled by the Trial Court Law Libraries.","71bff39c-3718-421d-9722-3c8ee2328b11"
"Probate & Family Court Rules, Guidelines and Standards",238671,"/probate-family-court-rules-guidelines-and-standards","Rules and guidelines that govern practice before the Probate and Family Court","d4fe47f1-5a67-48c9-ba79-7d7aabefc03c"
"Drinking Water Permitting & Reporting",238551,"/drinking-water-permitting-reporting","Permits and approvals for compliance with 310 CMR 22.00 Drinking Water Regulations. Owners and operators of public drinking water supplies must file with MassDEP.","34601e51-1f02-41ae-919b-5a72307f67ed"
"Soil Transport, Re-Use and Disposal",238471,"/soil-transport-re-use-and-disposal","The excavation, transport and re-use (or disposal) of soil can be complicated, particularly if there is oil or hazardous material discovered in the dirt.","9b857fc5-c9cd-4cc2-a83d-adb10feb4432"
"Recycling & Waste Permitting & Reporting",238206,"/recycling-waste-permitting-reporting","Applications and forms for complying with Department of Environmental Protection (MassDEP) permitting, licensing, compliance certification, and reporting requirements.","3e856129-e1a7-4dca-b082-6ac0a88a4800"
"Hazardous Waste Management",238156,"/hazardous-waste-management","Information about hazardous waste generation, transportation, recycling, and disposal from the Department of Environmental Protection (MassDEP).","ce317355-cded-4cd6-8af5-35bd24c0ce1c"
"Solid Waste Facilities",238036,"/solid-waste-facilities","Learn about the Massachusetts facilities that accept the material you discard and their environmental compliance obligations.","1423a099-cf77-42c6-85dc-1a5fe3e7ddd5"
"Proteja a sus hijos contra el abuso de los opioides recetados",237511,"/proteja-a-sus-hijos-contra-el-abuso-de-los-opioides-recetados","Padres, ustedes pueden parar la adicción antes de que comience.","10c88344-3a36-4e83-a39f-910269d998ad"
"Isaac's Story",237276,"/isaacs-story","Different Kinds of Hurt","bcebe71c-baf1-44ea-87f8-774500849c5d"
"Prenatal and Early Childhood Home Visiting Programs",237231,"/prenatal-and-early-childhood-home-visiting-programs","Early childhood home visiting connects new and expectant parents with a family support specialist. The specialist may be a nurse, social worker, community health worker, or other early childhood professional.","5e553515-eca3-4943-b00f-73eda7b38189"
"Screenings for Children in the Primary-Care Setting",237201,"/screenings-for-children-in-the-primary-care-setting","Learn about behavioral health screenings for children younger than age 21.","4b4b5404-aac6-4660-ac78-609fb3107bc2"
"About the Office of Emergency Medical Services",236656,"/about-the-office-of-emergency-medical-services","Learn about and explore resources for the Office of Emergency Medical Services.","a9bf1362-deb8-4a9b-adc7-b35d971e148e"
"General Jurisdiction Decisions",236131,"/general-jurisdiction-decisions","This page is a compilation of all General Jurisdiction Decisions listed in alphabetical order by topic.","a4616e79-f63c-45e5-be16-09f5a338710f"
"Appeals Court Law Clerk and Intern Application Information",235981,"/appeals-court-law-clerk-and-intern-application-information","Get information about how to apply to become an Appeals Court law clerk or intern.","994ce47e-25a5-4186-8fb1-a685fcf917b4"
"HIV",235896,"/hiv","HIV is a disease that attacks a person's immune system and can cause serious illness, but can be controlled with medications and proper care. Here you can find information about HIV, including prevention and treatment.","3268e3c1-37ae-4234-a911-0ef1766d1772"
"OPEM Resources for Public Health and Healthcare Partners",235791,"/opem-resources-for-public-health-and-healthcare-partners","The Office of Preparedness and Emergency Management (OPEM) provides resources for all types of health care emergencies.","b7ee27b8-8347-455b-a243-0805642ea514"
"Snow and ice vendor information",235676,"/snow-and-ice-vendor-information","MassDOT hires vendors every year to spread deicing materials and to remove snow from our roads.","7bfa15a3-44f6-4944-b37b-8dd235b5de4c"
"HPC Investment Programs",234976,"/hpc-investment-programs","Since 2014, the Massachusetts Health Policy Commission (HPC) has invested over $70 million in various health care organizations across the Commonwealth to enhance the delivery of effective, efficient care and promote innovative care delivery models.","0a3077fe-29c5-422c-83a5-1d22a9cfb819"
"Clinical Laboratory Program",234801,"/clinical-laboratory-program","The Clinical Laboratory Program maintains oversight of labs, blood banks, and specimen collection facilities in Massachusetts.","a5977b14-73a0-4423-a9da-d8790049747c"
"CBHI Licensure Reimbursement Program",234771,"/cbhi-licensure-reimbursement-program","MassHealth Children's Behavioral Health Initiative (CBHI)","b51ad163-4833-4ffb-98e2-0a043808aacb"
"Massachusetts grown...and fresher Program",231251,"/massachusetts-grownand-fresher-program","Logo developed to identify Massachusetts grown products","ad6fa727-2e1d-4ba3-a541-3cead0a292a8"
"Massachusetts State Supplement Program",230656,"/massachusetts-state-supplement-program","Information and resources pertaining to the Massachusetts State Supplement Program, a state cash benefit program for qualified Massachusetts SSI applicants.","9bd73863-5d51-4788-a0ab-6ac7bacbc19b"
"Universal Newborn Hearing Screening Program",230541,"/universal-newborn-hearing-screening-program","Supporting families through screening, identification of hearing loss, and Early Intervention services.","a27b3b76-9e98-41f0-a1cb-dbaf63156b8b"
"Mercury, Lead & Other Toxics",228641,"/mercury-lead-other-toxics","Learn about toxic substances and chemicals at home, school, and in the workplace, their effects on our health and the environment, and how to manage them safely.","16a6cfce-98b9-4e9a-a4fa-d5b269008b33"
"Tick-borne Diseases",228281,"/tick-borne-diseases","Ticks have the potential to carry harmful diseases. Learn about tick-borne illnesses and how to avoid tick bites.","9d09c1e9-37e6-42b3-83b0-4fc314669956"
"Alternative Energy Portfolio Standard",228136,"/alternative-energy-portfolio-standard","Learn about the Massachusetts Alternative Energy Portfolio Standard, including CHP, Renewable Thermal, Fuel Cells, and Waste-to-Energy.","01516970-6d1c-42ff-9831-105d821f85c0"
"Genetic Counselor Licensing",227531,"/genetic-counselor-licensing","Apply for a provisional or full license, renew you license, or change your existing information.","d99dcb21-eb51-419d-9cfd-c94d9ba1cac9"
"DDS Home and Community Based Services Waivers",227226,"/dds-home-and-community-based-services-waivers","The DDS HCBS Waivers are a way for individuals to receive services in their home instead of an institution.","146c42df-e76a-41b2-9d6a-578296f775aa"
"Nursing Home Administrator Licensing",226966,"/nursing-home-administrator-licensing","Apply for, renew, or check continuing education requirements for nursing home administrator licenses.","2853f0e1-b2ac-4ae2-8cb8-92daccc1ae48"
"OPSI Exams",225521,"/opsi-exams","Find the information you need about Office of Public Safety and Inspection exams","c80a4309-8d01-4d10-8acd-6d045caeb0e1"
"OPSI Key Resources",225221,"/opsi-key-resources","Find a list of some of the most requested resources here","a7ce28d8-4ee9-48ab-bd17-9e69ecadc545"
"Online Reporting for Eye Care Providers",225281,"/online-reporting-for-eye-care-providers","MCB developed a web-based application online service that allows optometrists and ophthalmologists from all over the state to complete and submit the agency’s Mandatory Report of Legal Blindness form online.","417b3884-dcbd-450c-94a3-f5a809ff10eb"
"Wellness Tax Credit",224736,"/wellness-tax-credit","The statute that established the Wellness Tax Credit expired in December, 2017.","a43686f2-f842-44b7-86aa-bb737045e8a9"
"Water Management Act Program",224401,"/water-management-act-program","MassDEP's Water Management Act Program regulates the amount of water withdrawn from Massachusetts ground and surface water resources. This ensures adequate supplies for current and future needs.","73785939-c832-448c-b3f9-571e4a048a75"
"Home and Community Services Information System (HCSIS)",223886,"/home-and-community-services-information-system-hcsis","HCSIS is a web based individual information system to be used by both DDS and providers. It is geared to capture important events and health care information for individuals served by DDS.","4a137d70-7e37-45b9-9be0-31b62760f48a"
"Human Service Transportation",223216,"/human-service-transportation","We manage transportation services that participating Executive Office of Health and Human Services agencies provide so that eligible consumers can access medical, social, and day services across Massachusetts.","0f2bcb3c-08a2-40aa-8851-f8a8a7903284"
"Hazard Mitigation Assistance Grant Programs",223626,"/hazard-mitigation-assistance-grant-programs","Pending the availability of funds, MEMA conducts annual sub-grant programs for the Hazard Mitigation Grant Program; Flood Mitigation Assistance Grant; and the Pre-Disaster Mitigation Grant","6fba99fe-6813-4ecb-89de-6fa08829830b"
"Breastfeeding Initiative",221976,"/breastfeeding-initiative","Breastfeeding support and resources. You've got what it takes!","fcdf098c-47e2-4def-8f89-a0f79589f103"
"Growth and Nutrition Program",221471,"/growth-and-nutrition-program","Support for families with a child experiencing failure-to-thrive","6f456b98-0e9d-431b-8db6-ec454715c934"
"Clean Energy Results Program",221341,"/clean-energy-results-program","A joint effort by MassDEP and DOER to advance environmental protection through renewable energy and energy efficiency projects","72fe457c-55f8-453b-9354-9d238cf5fd5f"
"Autism Resources for Families",219096,"/autism-resources-for-families","-","e3bbb6dc-25bc-4d1f-868b-3f68f0d19c7e"
"Equine Programs",218236,"/equine-programs","Equine related programs administered by the Division of Animal Health","4f59c761-e6ad-4769-8e50-2d12c3239bc5"
"Employment and Training Resources for DTA Clients",218181,"/employment-and-training-resources-for-dta-clients","Are you looking for employment and in need of support services? DTA can help.","df68f99b-3172-47bb-b2fa-b5c676b4e14e"
"Reports and Publications",218041,"/reports-and-publications","Includes Labor Agreements, Consumer Survey Reports, and Surveys","2003746a-4a8c-48bc-9d05-5d22859785cf"
"Money Follows the Person (MFP) Demonstration",217971,"/money-follows-the-person-mfp-demonstration","Learn about the Money Follows the Person Demonstration","b5f103ad-e084-42cf-ba8d-93a4cdfcbb5c"
"MRC Assistive Technology Services",217581,"/mrc-assistive-technology-services","Describes all assistive technology services offered through the Massachusetts Rehabilitation Commission (MRC).","f1afe5ca-2a71-4840-9c17-530955eb263c"
"Thank you for your submission to the Commission on Judicial Conduct.",217406,"/thank-you-for-your-submission-to-the-commission-on-judicial-conduct","If you provided an email address, you will receive a copy of your complaint shortly.","b665b134-ae1d-4104-a22e-ecc12b8e7b6c"
"Department of Industrial Accidents Publications",217316,"/department-of-industrial-accidents-publications","Find all the brochures and guides the DIA publishes.","605eed43-89fc-49be-aca3-61ffcd129cf6"
"DTA Program Integrity",216941,"/dta-program-integrity","Preventing fraud, waste and abuse is a top priority of DTA.","e6c00ca4-a524-40b3-9f27-0b65cf546d3b"
"Adaptive recreational programs and events",216846,"/adaptive-recreational-programs-and-events","Discover adaptive recreation programs in Massachusetts state parks.","0fab7e1b-ed8f-471c-8e99-d5f3ec51ac6a"
"Exclusions from Wide Area Pesticides Application",216516,"/exclusions-from-wide-area-pesticides-application","Requests must be submitted to MDAR either via first class mail or through an online form","a5fae1d0-9b42-4352-94cb-87f768fd3130"
"Accessible ice skating",216096,"/accessible-ice-skating","Discover which rinks have adaptive ice skating equipment and learn about adaptive skating programs.","4b52bcca-cd54-4e82-94cb-8559fe7e920a"
"Highway Projects Under Design and Construction",216116,"/highway-projects-under-design-and-construction","The MassDOT Highway Division manages design projects and construction contracts.","ad76e7ad-5534-4067-8945-6e07e83a13c3"
"Travel Service Plazas & Tourist Information Centers",215756,"/travel-service-plazas-tourist-information-centers","MassDOT provides Travel Service Plazas and Tourist Information Centers along major highways in the Commonwealth.","6f12c62e-2ce7-480d-a803-f47923c3eead"
"Accessible boating",215536,"/accessible-boating","Access to recreational boating in Massachusetts state parks is provided through adaptive recreational programming in the spring, summer, and fall.","af45ddf0-2c6c-4604-aabb-80cd5987f7e5"
"Corporate Emergency Access System (CEAS)",215331,"/corporate-emergency-access-system-ceas","CEAS is a post-disaster business continuity program that facilitates travel and access into restricted areas for key private sector personnel and resources through the use of a common credential.","257200a1-f1df-43fa-8093-903864eae50c"
"DIA Key Resources",214946,"/dia-key-resources","Workers' Compensation law? Rules and regs? Interpreters? A business that's been debarred? If a business has insurance? Attorneys fees? And more! Find it here!","68415b17-b98f-4152-855f-56404b8af4d3"
"Ipswich Targeted Watershed Project",214841,"/ipswich-targeted-watershed-project","Nine low-impact development (LID) and water conservation demonstration projects implemented to help improve low streamflow conditions in the Ipswich River watershed.","a99e6bbd-045f-4b00-aead-63d5625429c7"
"Accessible hiking",214681,"/accessible-hiking","Discover accessible trails and hiking opportunities in Massachusetts State Parks.","85091662-4f3f-4b42-be86-7c6dd247feb9"
"Massachusetts Trial Court Officer Academy",214601,"/massachusetts-trial-court-officer-academy","Information for candidates interested in becoming Court Officers in the Security Department of the Trial Court.","dcf49d6b-4901-44e0-b1bb-46e4716acab1"
"Accessible beaches and pools",214411,"/accessible-beaches-and-pools","Find accessible places to swim and sunbathe at Massachusetts state parks, beaches, and pools.","e7ab5b45-0aa5-468c-afa0-ba87f3e91773"
"MassHealth Drug Utilization Review (DUR)",214361,"/masshealth-drug-utilization-review-dur","MassHealth DUR","9ace4bf2-5f32-467a-9bfb-d9a41fa6cf1c"
